Item_Number, UPC_Code, Quantity_NC, Quantity_AZ
DE50,761226022350,A*,A*
DE50ASIMB,761226087946,A*,A*
DE50BC,761226023074,A*,A*
DE50BKC,761226090397,A*,A*
DE50BTS,761226088028,A*,A*
DE50CH,761226088394,A*,A*
DE50IMB,761226087205,A*,A*
DE50L5IMB,761226087717,A*,A*
DE50L5VK,761226090434,A*,A*
DE50PC,761226022985,A*,A*
DE50SRMB,761226087199,A*,A*
DE50TG,761226029885,A*,A*
DE50TG-TS,761226037927,A*,A*
DE50WB6,761226088387,A*,A*
DE50WMD,761226088042,A*,A*
MLR22WMH,761220835802,0,0
MLRS22WMH,761226084631,0,0
SSAT22G,761226089049,9,0
MAG1911-108,761226089865,0,0
MAG1911-458,761226086086,0,0
MAG357,761226022923,6,5
MAG44,761226022916,0,0
MAG50,761226022909,0,0
BMCP506,761226087335,0,0
BE94133RL,761226086864,39,30
BE94133RSL,761226086871,51,0
BE99153R,761226086789,47,9
BE99153RL,761226086840,17,21
BE99153RS,761226086796,31,0
BE99153RSL,761226086857,57,0
DE50SR,761226087083,0,0
70450-RUG,736676704507,A*,A*
70456-RUG,736676704569,A*,A*
70478,736676704781,A*,A*
4010101,689585855757,4,8
4010103,689585855931,20,17
4010104,689585855948,16,16
4110602,713440971105,2,2
4110603,713440971112,2,0
4110604,713440971129,33,8
4110605,689585855986,0,0
4110606,689585855924,93,0
4110607,689585855917,99+,76
4070024,713440971051,19,0
4070025,689585855221,50,23
4070026,689585855214,2,5
4150014,713440971006,21,0
4150018,689585854569,27,20
4150024,689585855801,8,3
4150025,689585855818,0,4
4400009,713440971075,0,2
4440011,713440970948,5,6
4070002,713440971068,0,0
4110013,713440971136,0,0
4150019,713440971020,0,0
4150104,689585855207,0,0
4400013,713440971082,0,0
4440016,713440970962,0,0
19500007,713440970894,8,7
19500107,713440970887,7,6
4150013,713440970993,99+,0
31008,049533310088,0,0
31010,049533310101,0,0
31012,049533310125,0,0
31014,049533310149,0,0
31017,049533310170,8,0
31022,049533310224,0,0
31023,049533310231,0,0
31027,049533310279,0,0
31044,049533310446,15,0
31046,049533310460,0,0
31048,049533310484,0,0
31080-MAV,049533310804,0,0
32200,049533322005,0,0
32201,049533322012,0,0
32202,049533322029,0,0
32203,049533322036,0,0
32204,049533322043,0,0
Z2301MFTEXDP556,,99+,99+
Z2204MFTSCPM556,,99+,99+
10EXD762X51,814002027701,47,5
10EXD762X51-SDE,814002027718,20,18
10PM556BAG-BL,676315033615,99+,10
20EXD762X51,814002027688,95,0
20EXD762X51-SDE,814002027695,0,0
EXDPM556-BL,814002022935,99+,99+
EXDPM556-SDE,814002022942,49,15
EXDPM556-W-BL,814002024694,0,0
EXDPM556-W-SDE,814002025783,29,24
EXDPM556D-AFM1,814002024724,0,0
EXDPM556D-NG,810099431551,99+,99+
EXDPM556D-PLM,810099431575,66,59
EXDPM556D-PSSWH,814002024861,42,0
EXDPM556D-TRKP,810099431605,99+,99+
EXDPM556D-TRP,810099431582,96,89
EXDPM556D-TXSF,814002024915,0,25
EXDPM556D-VHS,810099431599,99+,99+
SCPM556BAG-BL,676315033561,0,0
SCPM556BAG-SDE,676315033608,46,0
BM-7,810099431810,0,0
BMSMIL-BL,676315025856,24,3
BMSMIL-MTL-BL,814002026650,0,0
BMSMIL-SDE,676315028727,4,2
BUEXD-R,810099431698,0,0
BUEXD-F,810099431704,0,0
BUPSWF-BL,676315033103,13,6
BUPSWR-BL,676315033127,25,8
E2AREMR,814002020641,3,1
E2AREPDC-AMF,810099430448,0,2
E2ARETG-BL,814002020160,5,0
E2ARMD1,814002021082,3,7
E2ARMD4,814002021136,0,1
E2BPM-BL,814002020887,1,0
E2LPGB-BL,676315033868,5,0
EPG16V2-BL,814002020207,2,6
EPG27-BL,814002020665,77,0
H2GL43AIWBM,814002023031,6,0
H2GL940AIWBM,814002023024,7,3
H2RUMX9AIWBM,814002027107,2,2
H2SFHCAIWBM,814002027626,1,1
H2SG365AIWBM,814002023000,3,5
H2SWSHAIWBM,814002023017,0,6
H2TGX4AIWBM,814002028869,4,1
H3-GL-1-BLK2,810099433685,0,4
H3-GL-1-BR1,814002027374,5,2
H3-GL-3-BLK2,810099433692,0,0
H3-GL-3-BR1,814002027381,8,1
H3-SAW-1-BLK2,810099433708,5,4
H3-SAW-1-BR1,814002027411,2,1
H3-SFD-5-BR1,810099432688,0,0
H3-SFD-1-BLK2,810099433722,11,5
H3-SFD-1-BR1,814002027459,2,3
H3-SFD-3-BLK2,810099433739,0,0
H3-SFD-3-BR1,810099432671,0,0
H3-SIG-1-BLK2,810099433715,6,2
H3-SIG-1-BR1,814002027442,5,2
H4-GL-2-BLK2,810099433784,3,2
H4-GL-2-BR1,814002027473,10,5
H4-SFD-2-BLK2,810099433791,3,2
H4-SFD-2-BR1,814002027565,2,2
H4-SFD-4-BLK2,810094338077,0,0
H4-SFD-4-BR1,810099432718,0,0
H4-SFD-6-BLK2,810099433814,0,0
H4-SFD-6-BR1,810099432725,0,0
H4-SIG-2-BLK2,810099433821,0,2
H4-SIG-2-BR1,814002027572,5,3
H5-GL-1-WL-1,810099431742,0,0
H5-GL-1-WL-7,810099431780,0,0
H5-GL-3-WL-7,810099431759,0,0
H5-SFD-1-WL-6,810099431773,0,0
H5-SIG-1-WL-7,810099431766,0,0
H6-BB-1,810099431735,0,0
H8-GL-1,810099432756,0,0
H8-GL-3,810099432763,0,0
H8-SFD-2,810099432787,0,0
H8-SIG-1,810099432770,0,0
HGL17OWB-BL,814002020900,3,2
HGL19AIWBA-BL,814002022126,13,0
HGL19OWB-BL,814002021211,2,2
HGL43OWB-BL,814002021242,5,0
HPD1R,814002023338,10,3
HRUMX9AIWBA-BL,814002028807,4,0
H3-SFD-5-BLK2,810099433746,0,0
HSF1911-DSFAIWB,810099432800,6,5
HSF1911-DSAIWBA,810099432794,9,1
HSFHCAIWBA-BL,814002025998,2,0
HSGL43AIWBA-BL,814002022157,9,0
HSIG320FSOWB-BL,814002021983,3,2
HSIG365MAIWBA-B,810099432817,0,0
HSIG365AIWBA-BL,814002022775,10,1
HSIG365OWB-BL,814002022782,5,3
HSWMP20AIWBA-BL,814002022799,0,0
HSWSH-EZ9AIWBA,814002026384,5,3
HSWSHSAIWBA-BL,814002022317,4,0
HTGX4AIWBA-BL,814002028876,0,0
HTPT111SAIWB-BL,814002022362,10,2
OPSM,676315009047,8,10
RCG-MLOK,814002028319,14,0
REG-BL,676315024897,0,0
RFG-BL,676315024903,0,0
RMG-BL,676315024927,0,0
RSG-BL,676315024880,17,0
TBLW-BL,676315032946,10,5
TMARCIRS,676315029014,0,9
TMEXD-MHG-10,810099430271,2,4
TMEXD-MHG-135,810099430264,9,5
TMEXD-MHG-15,810099430257,7,5
TMKMR3,676315033974,30,0
TMMLR5,814002022546,18,1
BMSMIL-EXD-BL,814002024335,3,0
TP15MRS-BL,814002020702,21,0
89025,015813890250,0,0
89044,015813890441,0,0
27707,015813277075,0,0
27716,015813277167,0,0
27738,015813277389,0,0
27778,015813277785,0,0
27793,015813277938,0,0
27835,015813278355,0,0
27838,015813278386,3,0
27840,015813278409,3,30
27841,015813278416,0,0
27843,015813278430,0,0
27849,015813278492,0,0
27851,015813278515,10,2
27853,015813278539,45,0
27861,015813278614,0,0
27864,015813278645,0,0
27867,015813278676,0,0
27874-MOS,015813278744,23,0
27875,015813278751,35,0
27876,015813278768,0,0
27877,015813278775,0,0
27882,015813278829,0,0
27884,015813278843,12,0
27892,015813278928,0,0
27909,015813279093,4,4
27924,015813279246,0,0
27932,015813279321,3,0
27933,015813279338,0,13
27934,015813279345,0,13
27935,015813279352,34,17
27939,015813279390,0,0
27940,015813279406,0,0
27941,015813279413,0,0
27942,015813279420,0,0
28001,015813280013,7,11
28005,015813280051,0,0
28007-MOS,015813280075,0,6
28008,015813280082,1,4
28009-MOS,015813280099,0,0
28010,015813280105,0,0
28013,015813280136,0,0
28019,015813280198,9,15
28043,015813280433,0,0
28044,015813280440,0,0
28045,015813280457,0,0
28046,015813280464,0,0
28048,015813280488,0,0
28049-MOS,015813280495,0,0
28050,015813280501,0,0
28052,015813280525,0,0
28053-MOS,015813280532,5,1
28054,015813280549,0,0
28057-MOS,015813280570,0,0
28058,015813280587,0,0
28059-MOS,015813280594,0,0
28065,015813280655,0,0
28066,015813280662,0,0
28067,015813280679,23,0
28068,015813280686,0,0
28074,015813280747,0,0
28085,015813280853,0,0
28090,015813280907,25,13
28091,015813280914,8,0
28094,015813280945,0,0
28101,015813281010,0,0
28102,015813281027,10,0
28103,015813281034,27,15
28104,015813281041,14,0
28113,015813281133,0,0
28114,015813281140,0,0
28115,015813281157,0,0
28116,015813281164,0,0
28117,015813281171,0,0
28118,015813281188,12,0
28122,015813281225,0,0
28123,015813281232,0,0
28124,015813281249,0,0
28125,015813281256,0,0
28127,015813281270,0,0
28129,015813281294,0,0
28130,015813281300,0,0
28131,015813281317,8,14
28132,015813281324,0,0
28135,015813281355,0,0
28136,015813281362,0,0
28137,015813281379,0,0
28142,015813281423,4,4
28143,015813281430,0,0
28144,015813281447,0,5
28145,015813281454,13,7
28147,015813281478,0,0
28148,015813281485,0,0
28149,015813281492,0,0
28170,015813281706,8,17
28171,015813281713,10,18
50104,015813501040,0,0
50112,015813501125,0,0
50120,015813501200,0,0
50121,015813501217,42,27
50136,015813501361,0,0
50205,015813502054,36,0
50206,015813502061,47,18
50208,015813502085,0,0
50299,015813502993,A*,A*
50355,015813503556,0,0
50358,015813503587,0,0
50364,015813503648,0,3
50424,015813504249,0,0
50429,015813504294,42,23
50431,015813504317,49,6
50485,015813504850,19,0
50497,015813504973,0,0
50499,015813504997,0,0
50635,015813506359,A*,A*
50638,015813506380,73,23
50639,015813506397,0,0
50647,015813506472,99+,98
50648,015813506489,0,0
50649,015813506496,0,0
50651,015813506519,0,0
50653,015813506533,8,7
50656,015813506564,67,28
50657,015813506571,99+,23
50659,015813506595,0,0
50673,015813506731,0,0
50674,015813506748,34,0
50675,015813506755,83,60
50691,015813506915,21,0
50692,015813506922,15,10
50693,015813506939,15,0
50694,015813506946,24,3
50695,015813506953,6,15
50696,015813506960,21,7
50697,015813506977,2,0
50698,015813506984,19,1
50700,015813507004,0,0
50765,015813507653,0,0
50766,015813507660,0,0
50767,015813507677,0,0
50768,015813507684,0,0
50769,015813507691,0,0
50771,015813507714,0,0
50778,015813507783,0,0
50780,015813507806,0,99+
51340,015813513401,45,0
51482,015813514828,99+,21
51600,015813516006,99+,82
51601,015813516013,99+,99+
51602,015813516020,0,4
51604,015813516044,0,0
51605,015813516051,0,0
51660,015813516600,0,0
51663,015813516631,0,0
51665,015813516655,0,0
51668,015813516686,5,0
51672,015813516723,0,9
51773,015813517737,0,0
52132,015813521321,7,8
52145,015813521451,0,0
52149,015813521499,A*,A*
52150,015813521505,0,0
52151,015813521512,0,0
52280,015813522809,5,0
52340,015813523400,0,0
54047,015813540476,0,0
54132,015813541329,17,0
54157,015813541572,0,0
54161,015813541619,0,0
54169,015813541695,0,0
54183-MOS,015813541831,16,0
54188,015813541886,3,0
54210,015813542104,21,21
54215,015813542159,0,0
54218-MOS,015813542180,0,0
54243,015813542432,0,0
54250,015813542500,0,0
54264,015813542647,0,0
54282,015813542821,0,0
54330,015813543309,0,0
56420,015813564205,53,0
56436,015813564366,24,4
57110,015813571104,0,0
57120,015813571203,1,0
57340,015813573405,9,14
58244,015813582445,6,0
62419,015813624190,10,0
62437,015813624374,16,1
63102,015813631020,29,0
63521,015813635219,0,0
63527,015813635271,10,21
68224,015813682244,10,0
81000,015813810005,16,1
81023,015813810234,16,4
81046-MOS,015813810463,36,0
82042,015813820424,0,0
85111,015813851114,0,0
85113,015813851138,9,0
85143,015813851435,13,20
85150,015813851503,0,0
85151,015813851510,0,0
85152,015813851527,0,0
85155,015813851558,80,21
85156,015813851565,85,0
85158,015813851589,36,0
85161,015813851619,0,0
85223,015813852234,38,17
85232,015813852326,0,0
85370,015813853705,27,0
95135,015813951357,15,29
95136,015813951364,0,0
95137,015813951371,7,11
95138,015813951388,7,15
95139,015813951395,0,16
95140,015813951401,3,0
96010,015813960106,7,3
89012,015813890120,0,14
89016,015813890168,34,30
89017,015813890175,16,0
89018,015813890182,0,5
89019,015813890199,0,0
89020,015813890205,5,9
89021,015813890212,13,0
85222,015813852227,9,0
28011,015813280112,0,0
28062,015813280624,0,0
28128,015813281287,0,0
50359,015813503594,0,0
51603,015813516037,0,23
55607,015813556071,0,0
85110,015813851107,2,0
85360,015813853606,0,0
MOS-ADJ,,0,0
37251,884110372512,A*,A*
37071,884110370716,84,14
37072,884110370723,73,0
37073,884110370730,26,0
37205,884110372055,0,0
37232,884110372321,0,0
37234,884110372345,0,0
37240,884110372406,0,0
38191,884110381910,58,21
38230,884110382306,2,25
38232,884110382320,0,0
75470,884110754707,0,0
75471,884110754714,0,0
75472,884110754721,12,2
75473,884110754738,7,0
75474,884110754745,0,0
75475,884110754752,0,0
75477,884110754776,4,1
75478,884110754783,2,3
75479,884110754790,4,5
75480,884110754806,6,2
75769,884110757692,0,0
75770,884110757708,37,65
75771,884110757715,99+,99+
75772,884110757722,89,4
75780,884110757807,42,0
75789,884110757890,83,0
75793,884110757937,3,2
75795,884110757951,24,9
75799,884110757999,0,0
75801,884110758019,4,0
75802,884110758026,6,0
95702,884110957023,0,0
95712,884110957122,0,16
95725,884110957252,0,0
95803,884110958037,0,0
95887,884110958877,0,0
75476,884110754769,30,9
A12SH46,814108017590,10,10
AARFVG,814108017385,0,0
AASWQRB,848754005588,0,0
MAR4S,814108011802,0,0
MARDCH,814108014094,12,34
MARFLF,814108014070,0,10
MARFLF2,814108019808,0,4
MARFLR,814108014087,0,0
MPR45,814108019389,0,0
TARW,814108012939,0,0
TARW2,848754000095,0,0
VAML1CB,848754007445,0,10
VMKM3,848754003195,0,0
VMKM6,848754003188,0,41
VMML3,848754003560,0,0
VMML6,848754003577,0,0
VTARUVB,848754010230,0,7
VTGLK5,848754009746,1,3
VTGLKPBL,848754007483,4,9
VTGLPRO,848754011480,0,0
VTUFNR,848754011497,0,0
VTUPRS,848754005335,0,0
D4B,814108011260,0,0
DRGB135,814108018085,0,0
SECXRSM2732,848754001405,0,5
STM3942GDV2,848754000583,0,0
VDBSOLC,848754012050,0,5
VDFLIPPRO,848754012043,0,0
AAKC,814108012991,0,0
LGC-550XL,017398807371,0,1
LGL-150,017398807609,0,11
LGL-KM1,017398807630,14,17
LGL-ML1,017398807647,27,9
TAC-560XL,017398803670,4,3
TSM-13G,017398807661,0,99+
TSM-14G,017398807906,6,15
TSM-15G,017398807913,99+,86
TSM-16G,017398807869,78,99+
TWM-350,017398805421,44,65
USB-578XL,017398807128,0,12
NAA-1860-250,744253002380,0,0
NAA-1860-250C,744253002397,0,0
NAA-1860-4C,744253001994,0,0
NAA-22LLR,744253000010,0,0
NAA-22LLR-HG,744253000478,0,0
NAA-22LR,744253000034,0,0
NAA-22LR-CRK,744253003004,0,12
NAA-22LR-HG,744253000492,0,0
NAA-22M,744253000133,0,0
NAA-22M-BTIIB,744253003189,0,0
NAA-22M-HG,744253000904,0,0
NAA-22M-R,744253003264,0,0
NAA-22M-R250,744253003288,0,4
NAA-22M-TW,744253002298,4,2
NAA-22MBTII250B,744253003196,0,0
NAA-22MC,744253000188,0,0
NAA-22MC-HG,744253000911,0,0
NAA-22MC-R,744253003271,0,0
NAA-22MC-R250,744253003295,0,0
NAA-22MC-TW,744253002304,0,0
NAA-22MS,744253000218,0,0
NAA-22MS-CRK,744253003561,96,85
NAA-22MS-HG,744253000928,0,0
NAA-22MS-VL,744253003509,66,27
NAA-22MSC,744253000232,0,0
NAA-22MSC-CRK,744253003578,66,0
NAA-22MSC-HG,744253000935,0,0
NAA-32GUARDIAN,744253000836,0,0
NAA-380GUARDIAN,744253000942,0,0
NAA-BW-L,744253000393,44,0
NAA-BW-M,744253000430,0,0
NAA-BWC-CRK,744253003592,0,6
NAA-BWM-CRK,744253003585,0,0
NAA-BWM-VL,744253003493,0,0
NAA-PUG-CRK,744253003547,99+,1
NAA-PUG-D,744253001871,0,0
NAA-PUG-DP,744253002632,0,0
NAA-PUG-DTQ-W,744253003301,47,0
NAA-PUG-T,744253001864,0,0
NAA-SW,744253002533,0,0
NAA-SW-250,744253002694,0,0
NAA-SWC,744253002540,0,0
NAA-SWC-250,744253002700,2,0
GHG-LC,744253052019,0,2
GHG-M,744253051326,0,0
NAA-1860-IND,744253003516,89,2
NAA-22M-TWE,744253003608,37,0
40021,054041400213,0,0
40321,054041403214,0,1
40421,054041404211,0,0
40621,054041406215,0,0
40921,054041409216,0,1
42048,054041441483,0,0
45348,054041453486,0,1
50748,054041507486,0,0
1166380,661120650379,21,8
1166381,661120650386,14,19
1149100,661120107347,27,16
1149145,661120107330,38,17
1140755,661120107507,37,5
1140756,661120107491,24,20
1137133,661120106920,37,10
1137134,661120106937,33,9
1135986,661120107378,20,43
1135989,661120106883,75,6
1135990,661120106890,34,15
1135991,661120106906,20,5
1135992,661120106913,57,35
1171774,661120265221,6,5
194OT,044356001069,0,7
18OT,044356001045,25,12
33OT,044356001083,0,38
34OT,044356001120,20,26
8OT,044356001113,0,3
1188049,661120653240,15,21
1200625,661120747956,0,0
1200627,661120747970,0,0
1200629,661120747994,0,0
1967,706433763221,0,0
1574,706433762736,4,26
1598,706433762743,7,2
1599,706433762729,19,20
1601,706433762750,5,8
1627,706433763122,5,9
1628,706433762903,4,7
1646,706433762927,3,9
1647,706433762910,7,3
1677,706433763016,19,17
1792,706433763368,1,5
1799-OSS,706433763245,20,20
1822,706433763375,7,3
1835-OSS,706433763399,7,9
1836,706433763412,0,0
1981-OSS,706433763382,3,2
1982,706433763337,5,3
1984,706433763344,4,3
1985,706433763351,9,8
HX-QD762TI,070643376367,0,0
1577-OSS,706433762125,0,0
1788,706433763283,0,0
1820-OSS,706433763290,0,0
1997,706433763252,0,0
2032,706433763276,0,0
2138H,706433763436,0,0
2139H,706433763443,0,0
2140H,706433763450,0,0
2141H,706433763467,0,0
2368H,706433763689,0,0
2449,706433763559,0,0
2450,706433763566,0,0
2501,706433763580,0,0
Z2212OTIFG70145,,11,2
Z2212OTIFG7019M,,0,0
Z2212OTIFGRC325,,0,2
FG-1000-645,014895013182,25,12
FG-210,014895002100,11,6
FG-223-645,014895223406,0,3
FG-241-100,014895007020,3,0
FG-246,014895000267,15,0
FG-248-645C,014895007457,0,8
FG-2715,014895003497,0,1
FG-2715-PD-B,014895003541,0,4
FG-316-3-NBBZ,014895316306,0,0
FG-367-HT,014895003671,1,0
FG-4016-AR,014895012871,19,9
FG-40C-LRW,014895007815,19,6
FG-410,014895004104,0,0
FG-610,014895006108,3,1
FG-701-25,014895005187,0,4
FG-701-30,014895005194,0,0
FG-701-40,014895005132,0,58
FG-701-45,014895005149,0,71
FG-701-9MM,014895005118,0,0
FG-750,014895007501,1,13
FG-857-100,014895007228,0,0
FG-901-556-9,014895004692,6,3
FG-901-945,014895012529,18,20
FG-918-100,014895009239,42,46
FG-919-100,014895009604,0,8
FG-RC-325,014895000564,0,86
FG-RC-330,014895000571,19,99+
FG-RC-338,014895000588,12,31
FG-RC-341,014895002216,17,5
FG-RC-345,014895000595,0,0
FG-RC-3G1,014895010938,4,3
FG-RC-SET1,014895010860,0,0
IP-2TW-085,014895004241,0,0
IP-75C-085,014895012888,0,0
IP-904-085,014895004036,0,0
RW-3501-3,014895005224,0,0
PSA3543,8052464213443,66,8
PSA354,8052464212965,0,0
SA73-084,8052464212972,0,0
PSA4505,8052464213573,0,0
PSA454,8052464212934,0,0
SA73-081,8052464212941,0,0
PSA5241,8052464214167,0,0
PSA4567,8052464213467,0,4
PSA5273,8052464214181,0,0
PSA520X2,8052464214204,0,0
PSA5021,8052464214075,0,0
PSA454X2,8052464213528,0,0
PSA5047,8052464214082,0,0
PSA455X2,8052464213535,0,31
PSA5066,8052464214099,0,0
PSA511X2,8052464214112,0,0
PSA359X2,8052464214006,0,0
PSA5083,8052464214105,0,0
PSA515X2,8052464214129,0,0
PSA4586,8052464213849,99+,65
PSA3592,8052464213962,0,0
PSA4550,8052464213450,0,0
PCG1220,8052464213504,99+,0
SA73-131/CTB,,0,0
SA73-301,,0,0
SA73-805/LH/CYF,,0,0
AK-0031-C,850036821298,0,0
AK-0031-FT-P,850036821069,0,0
POL-AK-S-CT,850036821304,15,1
POL-AK-S-CT-W,850036821052,0,0
POL-AK-S-FS-CTP,850036821250,5,7
POL-AK-S-FT-P,850036821014,4,0
POL-AK-S-FT-W,850036821021,0,0
PMC-ADJ,,0,0
POF-00829,847313008299,20,20
POF-00831,847313008312,28,26
01793,847313017932,2,2
01798,847313017987,2,1
01801,847313018014,1,2
01802,847313018021,1,2
01803,847313018038,1,2
01838,847313018380,2,1
00856,847313008565,0,0
00910,847313009104,0,2
01143,847313011435,0,0
01145,847313011459,1,1
01235,847313012357,1,0
01467,847313014672,2,0
01566,847313015662,1,0
01580,847313015808,2,1
01581,847313015815,1,1
01582,847313015822,1,0
01644,847313016447,0,0
01645,847313016454,2,1
01662,847313016621,0,0
01891,847313018915,A*,A*
01917,847313019172,A*,A*
00858,847313008589,0,0
01509,847313015099,0,2
01542,847313015426,9,5
POF-ADJ,,0,0
CITSBS1218,682146891690,0,0
CITSBS1218NKL,682146891713,0,0
CITSBS2018,682146891706,0,0
CITSBS2018NKL,682146891720,0,0
FT61228,682146891737,0,0
FT61228NKL,682146880816,0,0
FT62026,682146891744,0,0
KAR1228,682146860047,0,0
KAR2026Y,682146860061,0,0
KAR2028,682146860054,0,0
KAR2828,682146860016,0,0
KAR41026Y,682146860078,0,10
KAR41028,682146860023,0,0
KIRFT3B-12,682146302516,99+,99+
KIRFT3B-28,682146859119,0,0
KIRFT3B-410,682146302530,0,0
KIRFT3G-12,682146302561,99+,99+
KIRFT3G-28,682146859126,0,0
KIRFT3G-410,682146302585,0,0
PUP410S,682146860092,2,13
KIRFT3G-20,682146302578,99+,68
AK-A1,708279006258,4,0
AK-A19,708279011023,0,0
AK-A2,708279007224,99+,99+
AK-A3,708279007286,0,12
AK-A5,708279007309,78,1
AKSL-30,708279013959,8,8
BRO-01,708279000041,16,15
BRO-03,708279012594,5,0
BRO-A10,708279015458,4,8
BRO-A6,708279006609,15,4
CAN-A1,708279013874,10,48
COL-03,708279000089,18,4
COL-08,708279000133,11,3
COL-25,708279012099,0,0
COL-30,708279015014,0,33
COL-A16B,708279012679,0,4
COL-A20,708279010644,0,2
COL-A22B,708279012686,0,0
COL-A33,708279016363,92,35
DPM-A2,708279012884,0,0
DPM-A3,708279012891,39,34
DPM-A4,708279013270,2,29
DPM-A4-FDE,708279016028,10,8
DRM-A1,708279013966,0,13
DRM-A1-FDE,708279015724,1,1
DRM-A12,708279014390,7,9
DRM-A22,708279014574,0,3
DRM-A37,708279014963,2,3
DRM-A41,708279015106,4,5
DRM-A8,708279014178,6,13
DRM-A9,708279014185,0,2
DRM-A97,708279016097,20,3
FNH-A2,708279008863,0,0
FNH-A2-FDE,708279016042,8,5
FNH-A3,708279011139,0,0
FNH-A4-FDE,708279015748,4,0
FNH-A5,708279013287,17,6
FNH-A7,708279014994,0,0
GLK-11,708279013546,6,1
GLK-13,708279013942,11,0
GLK-16,708279015717,9,6
GLK-18-PRO,708279015991,0,0
GLK-A11,708279013683,12,0
GLK-A12,708279013690,7,0
GLK-A18,708279015021,7,12
GLK-A19,708279015229,99+,52
GLK-A22,708279016387,99+,89
GLK-A23,708279016394,57,79
HIP-A3,708279010033,7,12
M1A01,708279010682,7,1
MIA-A1,708279006661,0,0
MKA-01,708279011399,6,2
MKA-02,708279014406,37,10
MKA-A1,708279013911,22,22
MKA-A3,708279015090,0,10
RM-10,708279013621,0,0
RM-10-FDE,708279014024,2,18
RM-15,708279013638,8,0
RM-20,708279013645,0,0
RM-30,708279012204,0,0
RM-40,708279012549,7,5
RM-5,708279013614,0,0
RM-5-FDE,708279013997,2,0
RUG-14,708279009013,0,0
RUG-16,708279011405,10,1
RUG-17,708279011412,2,1
RUG-A21,708279008993,0,0
RUG-A22,708279009334,3,0
RUG-A28,708279010934,0,19
RUG-A3,708279006395,0,0
RUG-A30,708279011177,0,0
RUG-A33,708279011948,3,0
RUG-A41,708279015076,0,0
RUG-A42,708279015335,0,0
RUG-A43,708279015809,3,7
RUG-A45,708279016219,12,15
RUG-A47,708279016240,5,10
RUG-A9,708279007125,3,0
RUG-S30,708279009174,40,16
SAI-A6,708279009815,2,4
SIG-A21,708279015908,53,0
SIG-A14,708279013744,0,0
SIG-A15,708279013751,8,0
SIG-A23,708279016400,31,0
SIG-A5,708279007217,4,3
SIG-A6,708279007231,6,3
SIG-A8,708279013331,1,1
SKS-A4,708279009853,2,0
SMI-21,708279011238,0,0
SMI-27,708279012044,0,0
SMI-28,708279012051,0,0
SMI-30,708279012075,1,0
SMI-31,708279012082,3,0
SMI-A11,708279011368,1,2
SMI-A12,708279011382,0,1
SMI-A14,708279011641,0,0
SPR-A16,708279015816,1,0
SPR-A17,708279015823,0,0
SPR-A6,708279011955,0,0
SPR10,708279012006,0,4
TAU-A6,708279013515,28,0
TAU-A7,708279013522,0,0
FNH-A12,708279015700,13,9
KPM1228,682146873719,0,47
KPM2028,682146873726,0,0
KPM2828,682146873733,0,0
KPM41028,682146873740,0,0
DP1000,814992004324,17,2
PD500,814992012145,1,2
PD500R,814992003686,2,1
PYDP1000PC,810170031885,5,4
PYRP3001,854857007947,55,52
PYS2510SDP,811907025375,60,35
PYS9910ST,810170031861,12,12
PYSB8610DT,810048732111,28,20
S4110S,814992008612,22,23
VGBH9010C,811907029953,18,1
VGCOMBO110,810048735570,30,5
VGCOMBO210,810048735587,4,1
VGCOMBO310,810048735594,15,10
VGCOMBO410,810048735600,15,3
VGPM8010C,811907020691,7,6
VGPM8011C,810170031793,2,0
VGPM8063C,811907029984,12,0
VGPM9010C,811907020646,31,32
VGPM9010PC,811907020660,16,0
VGPME17,810170030888,14,8
VGPME30BT,810170034268,20,4
VGPME31BT,810170038839,10,8
VGPME32BT,810170038846,16,2
VGSB1710T,810048732814,4,6
VGSB1720T,810048732821,35,17
VGSB718T,811907021650,6,6
VGSB722T,811907023043,2,3
VGSG1710T,810048732838,1,4
VGSG1720T,810048732845,6,11
VGSG722T,811907023050,8,6
VGSGM1410T,810170030253,5,2
VGST1410T,810170030222,4,6
VGST1418T,810170030246,8,4
VGST1422T,810170030239,0,0
VGSG718T,811907021681,14,10
VGSUG710T,810170032288,6,6
VGSUG722T,810170031878,4,3
RF01668,814034027281,39,30
RF01666,814034027267,92,0
RF01669,814034027298,32,77
RF01625,814034026819,99+,99+
RF01628,814034026840,99+,99+
RF01664,814034027243,0,0
HT9-327S,844093067676,99+,99+
HT9-327M,844093067683,99+,99+
HT9-310-42,844093067713,0,57
HT9-310-42-C,844093000239,22,99+
R96323,810070685393,0,0
R96324,810070685409,0,0
R96328,810070685430,0,0
R96329,810070685447,0,0
R96336,810070685621,0,0
R96339,810070685454,0,0
R96359,810070685461,0,0
R96360,810070685478,0,0
R96385,810070685645,0,0
R96492,810070685690,0,0
R24991,810070683993,0,0
R25012,810070682828,0,0
R25077,810070683849,23,25
R25315,810070680008,0,0
R25399,810070680022,0,0
R25549,810070683856,33,10
R25559,810070683863,2,10
R25787,810070680640,0,0
R25791,810070680657,0,0
R25793,810070680664,0,0
R25803,810070680671,0,0
R25804,810070689575,0,0
R25805,810070689582,0,0
R25806,810070689599,0,0
R26927,810070684006,0,0
R26929,810070684013,0,0
R26947,810070684020,0,0
R26949,810070684037,0,0
R27007,810070680701,0,0
R27008,810070689605,0,0
R27010,810070689612,0,0
R27011,810070680725,0,0
R27017,810070680749,0,0
R27047,810070680756,0,0
