Item_Number, UPC_Code, Quantity_NC, Quantity_AZ
MCFFS-3TNS,099654036022,0,0
MDTOMFS-3DNS,099654039702,0,0
MDTOMFS-3TNS,099654039726,0,0
MGYFS-XDNS,099654032994,0,0
MGYFS-XTNS,099654033014,0,0
MKBMDNS,099654033496,0,0
MKRMDNS,099654033588,0,0
MSWCTK-1MDNS,099654023565,0,0
MSWCTK-1MDAGNS,099654023602,0,0
MSWCTK-1MTNS,099654023589,0,0
MSWFS-3DNS,099654035797,0,0
MSWFS-3TNS,099654035810,0,0
MWTPFS-3DNS,099654039795,0,0
MURBCAMFS-3DNS,099654039467,0,0
MUSACTK-1MDNS,099654024470,0,0
MUSACTK-1MTNS,099654024494,0,0
MWTPFS-3TNS,099654039818,0,0
NYCTLWDNS,099654026252,0,0
ODCTLWDNS,099654026313,0,0
ODGAFRYK,099654041418,0,0
ODGDIABLOAUTO,099654042344,0,0
SBCTK-1SDAGNS,099654021851,0,0
SBCTK-1SDNS,099654021813,0,0
SBCTK-1STNS,099654021837,0,0
SBFS-3DAGNS,099654031911,0,0
SBFS-3DNS,099654031874,0,0
SBFS-3TNS,099654031898,0,0
SBLKFS-XDAGNS,099654029581,0,0
SBLKFS-XDNS,099654029543,0,0
SBLUFS-XDAGNS,099654032611,0,0
SBLUFS-XDNS,099654032574,0,0
SBLUFS-XTNS,099654032598,0,0
SBSWDNS,099654029772,0,0
SBSWTNS,099654029796,0,0
SCATIFS-3DNS,099654041736,0,0
SCATIFS-3TNS,099654041750,0,0
SCTEBLKM390DNS,099654041293,0,0
SCTEGRYM390DNS,099654041309,0,0
SCTERDM390DNS,099654041316,0,0
SDTOMFS-3DNS,099654041675,0,0
SDTOMFS-3TNS,099654041699,0,0
SGYFS-XDNS,099654032642,0,0
SGYFS-XTNS,099654032666,0,0
SILABADNS,099654038385,0,0
SPKCTK-1SDNS,099654022728,0,0
SPKCTK-1SDAGNS,099654022766,0,0
SPKFS-3DAGNS,099654032475,0,0
SPKFS-3DNS,099654032437,0,0
SSWCTK-1SDNS,099654022094,0,0
SSWCTK-1STNS,099654022117,0,0
SSWFS-3DNS,099654031942,0,0
SSWFS-3TNS,099654031966,0,0
STBCTK-1SDAGNS,099654022834,0,0
STBCTK-1SDNS,099654022797,0,0
STBFS-3DNS,099654032505,0,0
SUSACTK-1SDNS,099654023008,0,0
SUSACTK-1STNS,099654023022,0,0
SWCTLWDAGNS,099654026238,0,0
SWCTLWDNS,099654026191,0,0
SWCTLWTNS,099654026214,0,0
SWTPFS-3DNS,099654041613,0,0
SWTPFS-3TNS,099654041637,0,0
TANAFRYK,099654041477,0,0
TANDIABLOAUTO,099654041170,0,0
TBCTLWDNS,099654026559,0,0
CS-17T,705442008132,41,43
CS-20KJ,705442019398,24,85
CS-20KK,705442019060,0,99+
CS-20NQL,705442017752,6,43
CS-20NQX,705442017769,48,12
CS-21ST,705442017783,99+,54
CS-27BS,705442017653,53,29
CS-27BT,705442017622,47,23
CS-28DD,705442018513,64,43
CS-29AC,705442017936,24,23
CS-29AT,705442017943,19,22
CS-29AXT,705442017974,36,13
CS-35AE,705442018070,0,0
CS-35AN,705442018094,59,16
CS-39LSFC,705442016717,16,9
CS-49KST,705442016243,21,26
CS-49LCK,705442017387,89,24
CS-49LCKD,705442019282,33,20
CS-49LRT,705442017394,85,9
CS-58B,705442018193,43,22
CS-62JL,705442018216,36,10
CS-62K1,705442019572,8,18
CS-62RQ,705442019428,25,6
CS-80STK12Z,705442014645,76,45
CS-90AXF,705442018971,21,28
CS-90TA,705442007210,88,11
CS-90WVBA,705442013600,0,29
CS-92SF,705442000815,59,61
CS-95BUSK,705442010517,0,3
CS-97KMS,705442005162,0,0
ANACONDA-SP4RTS,098289005397,A*,A*
ANACONDA-SP6RTS,098289005342,A*,A*
ANACONDA-SP8RTS,098289005359,A*,A*
COBRA-SB2BB,098289007193,A*,A*
COBRA-SS2BB,098289007148,A*,A*
KCOBRA-SB2BB,098289001290,A*,A*
KCOBRA-SB2BB-S,098289001313,A*,A*
KCOBRA-SB3BB,098289001283,A*,A*
KCOBRA-SB4NS,098289001337,A*,A*
KCOBRA-SB4TS,098289001306,A*,A*
KCOBRA22-SP4RFO,098289001368,A*,A*
KCOBRA22-SP6RFO,098289001351,A*,A*
O1070BSTS,098289111579,A*,A*
O1070CCP-TT,098289112316,A*,A*
O1070CCS,098289111449,A*,A*
O1070CCS-BT,098289111593,A*,A*
O1070CE,098289111890,A*,A*
O1070CQB-FB,098289111784,A*,A*
O1070CS,098289111791,A*,A*
O1070M45,098289042644,A*,A*
O1072CCS,098289111456,A*,A*
O1072CCS-BT,098289111654,A*,A*
O1072CE,098289111920,A*,A*
O1073CCS,098289111463,A*,A*
O1073CS,098289111814,A*,A*
O1080CCU,098289111609,A*,A*
O1080RGCCU,098289111852,A*,A*
O1082CCU,098289111616,A*,A*
O1082RGCCU,098289111869,A*,A*
O1911C,098289112187,A*,A*
O1911C-38,098289112231,A*,A*
O1911C-38DHM,098289112408,A*,A*
O1911C-RB,098289112422,A*,A*
O1911C-SS,098289112224,A*,A*
O1911C-SS38,098289112248,A*,A*
O1911C-SS38-DHM,098289112415,A*,A*
O1970CCS,098289111470,A*,A*
O2020RG,098289111388,A*,A*
O2020XE,098289111159,A*,A*
O2020XE-TT,098289111524,A*,A*
O2071ELC2,098289012197,A*,A*
O4080CE,098289111906,A*,A*
O4082CE,098289111937,A*,A*
O4840XE,098289111050,A*,A*
O4940XE,098289111364,A*,A*
O4942XE,098289111357,A*,A*
O5070GCL,098289111883,A*,A*
O5070XE,098289111210,A*,A*
O5072GCL,098289111975,A*,A*
O5072XE,098289111227,A*,A*
O5073GCL,098289111982,A*,A*
O5073XE,098289112118,A*,A*
O5870A1,098289042927,A*,A*
O5872A1,098289111678,A*,A*
O5873A1,098289112255,A*,A*
O5970GCL-TT,098289113078,A*,A*
O5970XE-TT,098289113085,0,0
O7000XE,098289111203,A*,A*
O7080CE,098289111913,A*,A*
O7082CE,098289111944,A*,A*
O7800XE,098289111180,A*,A*
O7802XE,098289111197,A*,A*
O9840CCU,098289111876,A*,A*
O9842CCU,098289111968,A*,A*
P1640,098289045256,A*,A*
P1650,098289045249,A*,A*
P1670,098289045614,A*,A*
P1840,098289009012,A*,A*
P1850,098289009036,A*,A*
P1870,098289009050,A*,A*
PYTHON-SP3WTS,098289003355,A*,A*
PYTHON-SP4WTS,098289003287,A*,A*
PYTHON-SP6WTS,098289003270,A*,A*
AR15A4,098289023292,28,20
AR6951,098289023285,0,0
CBX-HV24CGA-308,098289047199,0,0
CBX-HV26CGA-65C,098289047205,0,0
CM556-16-M5S,098289020673,9,5
CR6762,098289116017,A*,A*
CR6920,098289023513,1,4
CR6920-EPR,098289023643,15,4
CR6920MPS-B,098289023537,32,1
CR6940,098289023568,0,0
CR6960,098289023506,25,7
LE6920-FBP2,098289020963,17,4
LE6920-R,098289020604,14,0
LE6920SOCOM,098289019462,2,0
SP62858,006285800007,0,0
SP300100-RP,098289900531,0,0
SP300555-RP,098289900548,0,0
SP300733-RP,982899005628,0,0
SP300797-RP,098289900579,0,0
SP300808-RP,098289900586,0,0
SP53355B-RP,098289900241,0,0
SP54926B-RP,098289900258,0,0
SP55984B-RP,098289900265,0,0
SP572491-RP,098289900272,9,79
SP573421-RP,098289900302,0,0
SP574001-RP,098289900289,0,0
SP574481-RP,098289900593,0,0
SP579991-RP,098289900296,0,0
SP62103-RP,098289900357,0,0
SP62328-RP,098289900340,99+,99+
SP945381-RP,098289900609,0,0
O1911C-TXR-200,098289112934,A*,A*
O1911C-38-ESB,098289112774,A*,A*
DAV-12405,850023124050,A*,A*
DAV-12409,850023124098,A*,A*
DAV-12446,850023124463,A*,A*
DAV-12447,850023124470,A*,A*
DAV-12457,850023124579,A*,A*
DAV-12460,850023124609,A*,A*
O1070A1CS,098289041654,A*,A*
O1073BSTS-RG,098289112958,A*,A*
O1911C-38-JAL,098289112828,A*,A*
O1911C-38-TT,,A*,A*
O1911C-38AZT,098289112392,A*,A*
O1911C-38AZTS,,A*,A*
O1911C-SCB,098289112378,A*,A*
O1911C-SS-ERS,098289112972,A*,A*
O1911C-SS-SCS,098289112385,A*,A*
O1911C-SS-TT-E,098289112811,A*,A*
O1911C-SS38-BDM,098289112736,A*,A*
O1911C-SS38-QTZ,098289112699,A*,A*
O1911C-SS38QTZE,,A*,A*
O1911C-USA,098289112767,A*,A*
O1980CGP,098289041487,0,0
O2991-TME,098289112064,A*,A*
O4042CS,098289112170,0,0
O4840CGP,098289111258,0,0
P1850-LDN,098289009586,A*,A*
P1850BPT,,A*,A*
P1850TLE,098289046154,A*,A*
O1973CCS-EPI,098289112026,0,0
O1911C-GPL,,0,0
O1911C-SS38-ESS,,A*,A*
O1073CCS-EPII,098289112071,0,0
DAV-12405-SPL,,A*,A*
O1911C-38-JALHG,,A*,A*
O1911C-38GPL,850023124616,A*,A*
O1911C-SS38-ELP,850023124623,A*,A*
O1911C-USA-HG,,A*,A*
O1970CCS-ELW,098289112798,A*,A*
O1970CCS-ELW-HG,,A*,A*
O1972CCS-EPR,,0,0
O4842CGP,098289111289,0,0
W2800,098289700254,0,0
CLT-ADJ,,0,0
CMR-301,610242010110,0,0
CMR-301TAN,850002470123,0,0
01-01720,850013143894,0,0
01-01820,850013143771,2,2
LG-105,610242001057,0,1
LG-111,610242001118,0,0
LG-431,610242000388,1,1
LG-436,610242000586,1,1
LG-375,610242000722,0,0
LG-105-PINK,610242002955,2,0
LG-489,610242004300,1,2
CMR-204,610242005222,16,9
CMR-205,610242005239,4,0
LG-443,610242005598,0,3
LG-489G,610242005635,2,2
LG-350,610242006168,1,5
LG-350G,610242006182,0,0
CMR-206,610242006144,0,0
CMR-209,850002469356,0,0
LG-443G,610242006151,2,0
LG-492G,610242006656,2,0
LG-449,610242001088,5,2
DS-121,610242004478,0,0
DS-122,610242004485,2,4
DS-123,610242004492,0,0
DS-124,610242004508,0,0
LG-639,610242005321,1,0
LL-807,610242008186,7,1
LL-807G,610242008193,0,4
LG-492,610242001187,1,1
LG-362,610242008599,4,2
CMR-207G,610242009251,0,0
CMR-207,610242009268,0,0
LS-250,850002469257,0,1
LG-416,610242009114,0,0
LG-422,850002469400,0,0
LG-422G,850002469417,0,0
CWL-102,610242009794,0,11
CMR-201,610242002658,0,0
LG-459,850002469424,0,0
LG-459G,850002469431,0,1
LG-416G,610242009121,8,3
LG-497,610242008469,0,0
LG-497G,610242008452,0,0
LS-250G,850002469264,0,0
01-01080,810048570492,0,1
01-01100,810048570478,0,1
01-01180,810048570263,1,1
01-01190,810048570300,2,0
01-01220,810048570270,2,1
01-01240,810048570287,0,0
01-01250,810048570294,3,1
01-01290,810048570195,1,2
01-01340,810048570065,0,1
01-01370,810048570072,4,7
01-01380,810048570225,1,2
01-01390,810048570089,0,5
01-01400,810048570096,1,0
01-01410,810048570362,6,6
01-01420,810048570102,0,1
01-01430,810048570119,0,1
01-01440,810048570126,3,1
01-01450,810048570232,0,0
01-01460,810048570133,0,0
01-01480,810048570140,3,0
01-01490,810048570249,0,0
01-01500,810048570157,1,0
01-01530,810048570188,0,1
01-01540,810048570201,1,1
01-01550,810048570003,14,41
01-01560,810048570010,0,0
01-01570,810048570027,0,0
01-01580,810048570034,0,0
01-01590,810048570041,0,0
01-01600,810048570164,0,0
01-01680,810048570256,0,1
01-01780,850013143818,2,1
01-01800,850013143825,0,0
01-01890,850013143856,0,0
CTS-1550,850013143757,0,0
01-01970,850013143665,0,0
01-01980,850013143672,0,3
CTS-25,850013143740,0,0
01-3000000,850013143993,2,1
01-3000018,850013143955,0,0
01-3000038,850013143979,0,0
01-02050,850013143931,21,28
01-02060,850013143924,29,23
CWL-202,610242009800,4,14
1032-CRK,794023103205,83,45
1105K,794023110517,6,10
2014-CRK,794023201406,21,5
2083,794023208306,8,5
2130-CRK,794023213003,29,12
2267,794023226706,57,19
2367,794023236705,17,12
2379,794023237900,17,10
2382,794023238204,10,3
2383K,794023238365,12,19
2384K,794023238402,42,41
2387,794023238709,21,14
2388,794023238808,43,26
2389,794023238907,21,17
2394,794023239409,43,32
2398,794023239805,18,8
2399,794023239904,42,16
2425,794023242508,22,19
2485K,794023248500,34,13
2490KS,794023249002,40,12
2493,794023249309,15,18
2495K,794023249507,25,20
2520,794023252002,8,17
2522,794023252200,43,17
2630,794023263008,24,11
2709,794023270907,28,10
2724,794023272406,27,14
2730-CRK,794023273007,24,17
2736,794023273601,12,11
2738,794023273809,33,13
2753,794023275308,32,14
2861,794023286106,21,16
2867,794023286700,44,24
2906,794023290608,26,15
2907K,794023290714,30,14
2908,794023290806,20,14
2917,794023291704,10,11
2927,794023292701,31,14
3801-CRK,794023380101,37,22
3802K,794023380200,45,36
3810-CRK,794023381009,47,32
4036-CRK,794023403602,30,16
4037,794023403701,11,8
4040,794023404005,45,35
4040V,794023404043,6,15
4041B,794023404104,0,0
4041G,794023404111,35,10
4041O,794023404128,33,0
4042-CRK,794023404203,50,9
4045,794023404500,80,17
4050-CRK,794023405002,18,17
5311,794023531107,23,12
5315KS,794023531565,50,19
5317-CRK,794023531701,20,20
5317D2,794023531718,23,12
5321,794023532104,44,19
5385-CRK,794023538502,10,5
5410-CRK,794023541007,9,6
5470-CRK,794023547009,57,13
5720,794023572001,39,18
6135,794023613506,7,5
6277-CRK,794023627701,33,15
6295-CRK,794023629507,49,20
6450K,794023645002,21,5
6470-CRK,794023647006,9,13
6480,794023648003,26,11
6525,794023652505,17,12
6710,794023671001,13,9
6880-CRK,794023688009,47,19
6885,794023688504,50,20
7081,794023708103,38,11
7083,794023708301,34,19
7086,794023708608,13,13
7095,794023709506,45,19
7096,794023709605,85,22
7097,794023709704,54,41
7097K,794023709759,49,24
7123-CRK,794023712308,29,6
7190-CRK,794023719000,24,11
7271-CRK,794023727104,23,16
7471,794023747102,47,25
7524,794023752403,24,15
7920K,794023792010,18,14
9011,794023901108,90,47
9082,794023908206,74,8
K221KKP,794023008241,24,19
K230XXP,794023002225,28,15
K252GXP,794023002232,19,4
K360GXP,794023936001,30,15
K540GXP,794023008258,39,15
K920KKP,794023920048,27,9
K930RKP,794023995374,39,19
M16-01KS,794023090147,33,26
M16-01S,794023090154,12,2
M16-03BK,794023003505,19,12
M16-03DB,794023002171,24,4
M16-04DB,794023002188,34,11
M16-10KSF,794023090178,37,19
M16-14D,794023131673,19,6
M16-14DSFG,794023001839,51,34
M16-14SFG,794023001822,50,15
M16-14ZLEK,794023141641,28,9
M21-04G,794023001853,31,19
M21-14SF,794023211450,32,11
M4-02M,794023040296,35,15
M40-03,794023002140,33,16
R2201-90,794023004441,0,0
R2201-RMD,,0,0
M4-02,794023040203,37,7
M4-02S,794023040210,33,12
01130,806703011301,0,7
01152,806703011523,0,0
01190,806703011905,0,5
01194,806703011943,0,12
01199,806703011998,0,0
01531,806703015316,7,0
01560,806703015606,54,11
91086,806703910864,3,0
91102,806703911021,5,4
91130,806703911304,7,9
91190,806703911908,19,36
91194,806703911946,1,3
91199,806703911991,0,0
91220,806703912202,2,4
91222,806703912226,5,1
91249,806703912493,9,0
91251,806703912516,0,0
91257,806703912578,0,0
91266,806703912660,0,0
91531,806703915319,21,0
91540,806703915401,21,11
91560,806703915609,99+,96
91732,806703917320,0,0
95180,806703951805,0,0
95199,806703951997,7,0
07503,806703075037,0,0
02301,806703023014,0,0
02302,806703023021,16,16
02310,806703023106,39,9
02311,806703023113,0,0
02312,806703023120,0,0
02313,806703023137,24,19
02314,806703023144,0,0
02315,806703023151,0,0
02365,806703023656,0,0
02366,806703023663,0,0
02370,806703023700,10,0
02371,806703023717,0,0
02372,806703023724,28,11
02373,806703023731,0,0
06092,806703060927,28,5
06093,806703060934,7,3
06130,806703061306,9,0
06165,806703061658,8,9
06167,806703061672,14,6
06168,806703061689,9,8
06170,806703061702,13,8
06352,806703063522,11,9
06390,806703063904,13,6
06391,806703063911,7,6
06401,806703064017,8,6
06403,806703064031,1,3
06413,806703064130,3,5
06414,806703064147,3,12
06417,806703064178,2,0
06462,806703064628,0,0
06467,806703064673,9,4
06471,806703064710,5,6
06473,806703064734,5,7
06483,806703064833,6,2
06489,806703064895,2,4
06540,806703065403,11,2
06574,806703065748,11,0
06578,806703065786,3,0
07301,806703073019,0,0
07302,806703073026,0,0
07303,806703073033,0,0
07304,806703073040,0,0
07401-CZU,806703074016,10,10
07402-CZU,806703074023,0,0
07403-CZU,806703074030,0,0
07404-CZU,806703074047,10,9
07405-CZU,806703074054,0,0
07406,806703074061,2,7
07407,806703074078,9,6
07408,806703074085,0,0
07409,806703074092,12,2
07504,806703075044,0,0
07601,806703076010,0,0
07602,806703076027,0,0
11101,806703111018,10,3
11152,806703111520,2,2
11401,806703114019,0,6
11420,806703114200,49,7
11423,806703114231,5,11
11440,806703114408,15,3
11752,806703117522,3,15
12003,806703120034,20,0
12004,806703120041,0,0
12010,806703120102,15,5
12020,806703120201,6,3
13004,806703130040,6,0
13007,806703130071,5,0
01356,806703013565,37,4
81545,806703815459,0,9
81561,806703815619,13,1
89152,806703891521,7,0
89153,806703891538,1,1
89545,806703895451,2,18
89561,806703895611,0,8
89565,806703895659,1,5
06182,806703061825,1,0
89543,806703895437,13,8
91460,806703914602,0,0
91461,806703914619,0,0
02161,806703021614,0,0
06418,806703064185,0,3
19150-CZ-USA,956874589878,0,5
FMD-2436,1456321561208,9,3
FMD-2645,843102045919,6,5
WT-041,837058004496,0,0
WT-151,837058004519,34,2
WT-501,837058004625,0,2
01823,806703018232,0,0
01824,806703018249,0,0
01825,806703018256,0,0
01826,806703018263,0,0
01884,806703018843,0,0
92001,806703920016,A*,A*
01937,806703019376,0,0
CZU-ADJ,,0,0
NOMADTIXPK,810042342811,0,0
GOG-HAT,854796321456,99+,99+
GHOST45,810042340008,0,0
MASK22,810042340015,0,0
MOJAVE9,810128161411,0,0
MOJAVE9SIL,810128161473,0,0
NOMAD30,810042340039,0,0
NOMADL,810042340169,0,0
NOMADTI,810042342125,0,0
ODESSA-9,810042340053,0,0
PRIMAL,810042342316,0,0
SIERRA5KM,810042342637,0,0
SIERRA5XM,810042342323,0,0
SMK762,810042340060,0,0
SML762,810042340077,0,0
SMS762,810042340084,0,0
WOLFMAN,810042340046,0,0
WOLFMANKMQDK,810042342828,0,0
WOLVERINE,810042340022,0,0
DA5MDAS221,810042342118,0,0
DA5MDAS301,810042342217,0,0
DA101,810042340176,42,50
DA102,810042340220,0,42
DA111,810042340350,0,6
DA121,810042342132,12,9
DA122,810042342149,10,7
DA123,810042342156,0,8
DA124,810042342163,0,7
DA206,810042340558,38,11
DA301,810042340596,0,0
DA302,810042340626,0,11
DA401,810042340787,2,0
DA405,810042340886,0,0
DA406,810042340909,0,0
DA409,810042340954,0,5
DA419,810042341074,3,0
DA420,810042341098,4,2
DA421,810042341111,8,4
DA428,810042341197,0,0
DA451,810042341289,14,6
DA455,810042342170,0,0
DD111,810042341425,8,6
DD440,810042341449,1,1
DD441,810042341463,1,0
WV201,810042341692,9,1
WV202,810042341715,14,11
WV205,810042341784,2,4
WV206,810042341807,1,4
LR100,848456000027,0,0
01493,092187014932,12,8
01523-DEX,092187015236,17,8
01543-DEX,092187015434,7,7
04133,092187041334,10,9
05533,092187055331,13,10
08253,092187082535,11,5
12443-DEX,092187124433,8,11
13453,092187134531,8,6
13463,092187134630,10,2
15303,092187153037,25,2
24900,092187249006,10,3
24901-DEX,092187249013,10,12
24902,092187249020,14,11
24903-DEX,092187249037,6,4
24904,092187249044,11,4
24907,092187249075,9,8
24910-DEX,092187249105,19,4
24911,092187249112,14,8
24912,092187249129,20,6
24913,092187249136,8,9
24914-DEX,092187249143,11,9
25353,092187253539,15,19
29003,092187290039,11,6
29243,092187292439,6,11
29273,092187292736,5,5
29313,092187293139,5,7
29353-DEX,092187293535,10,12
DB0100E002,810035753334,0,0
DB0100E022,810035753341,0,0
DB0100E031,810035752542,0,0
DB0100E032,810035753396,0,0
DB0100E062,810035753365,0,0
DB0100E072,810035753389,0,0
DB0100E092,810035753358,0,0
DB0100E112,810035753372,0,0
DB0200P001,810035752566,99+,99+
DB0200P021,810035752573,63,73
DB0200P031,810035752627,64,21
DB0200P061,810035752597,34,33
DB0200P071,810035752610,26,56
DB0200P091,810035752580,21,12
DB0200P101,810035752603,0,3
DB0300P031,810035752658,67,50
DB0300P061,810035752641,7,6
DB0500A001,810035752450,99+,99+
DB0500A051,810035755352,0,8
DB0500A071,810035755369,5,99+
DB051CA001,810035755376,0,0
DB0600A001,810035755086,0,0
DB1614L001,810035752696,6,0
DB1614L051,810035752702,44,12
DB1614L071,810035755024,5,23
DB1915K071,810035754713,40,0
DB1921K001,810035755062,0,0
DB1018C001,810035754638,0,23
DB1018C061,810035754645,42,46
DB1018C071,810035754652,99+,97
DB1032C001,810035754003,99+,26
DB1032C061,810035754010,0,0
DB1032C071,810035754027,0,4
DB1033M001,810035754034,0,14
DB1033M061,810035754041,20,14
DB1033M071,810035754058,20,0
DB1059C001,810035753006,56,44
DB1059C061,810035753013,7,19
DB1059C071,810035753020,42,31
DB1060M001,810035753037,21,21
DB1060M061,810035753044,4,2
DB1060M071,810035753051,2,6
DB106AC171,810035755499,0,0
DB106AC181,810035755413,52,12
DB1417P041,810035752733,0,16
DB1417P071,810035752740,12,12
DB1418P001,810035755536,0,0
DB1717K001,810035754522,31,0
DB1717K002,810035754508,62,55
DB1717K003,810035754553,99+,99+
DB1717K004,810035754560,99+,79
DB1717K005,810035755406,0,0
DB1717K042,810035754515,99+,46
DB1717K061,810035754539,51,35
DB1717K171,810035755390,70,0
DB1718B001,810035754584,50,37
DB1718B041,810035754591,1,20
DB1718B061,810035754607,0,0
DB1718O001,810035755529,0,0
DB1718T001,810035755383,0,0
DB1719B001,810035754614,0,0
DB1719B061,810035754621,64,31
DB1720H001,810035754577,89,42
DB1721K001,810035755079,0,0
DB1731K001,810035754096,73,37
DB1731K061,810035754102,10,0
DB1731K071,810035754119,2,0
DB1731T001,810035755420,0,0
DB1758K001,810035753136,0,0
DB1758K061,810035753143,6,13
DB1758K071,810035753150,13,27
DB176AK231,810035755482,0,0
DB1790K001,810035754768,7,89
DB1791K001,810035754744,0,80
DB1836K001,810035754065,0,0
DB1874K001,810035753105,0,0
DB1874K061,810035753112,34,13
DB1874K071,810035753129,51,28
DB380-MAGE,815875012023,25,40
DB9-MAGG4,815875012337,74,0
DBAM29-MAG12R,815875012313,10,0
DBAM29-MAG17R,815875012320,10,0
DBX57-MAGFN,815875012375,0,0
DB026AP141,810035755055,99,99+
DB0300P001,810035752634,17,2
DB176AK011,810035754843,63,0
DB176AK141,810035755000,99+,99+
DB176AK161,810035752863,0,23
DB0100E001,810035752481,41,30
DB0100E061,810035752511,42,25
DB0100E071,810035752535,31,0
DB0100E091,810035752504,12,0
DB1911SS,810035752429,0,0
DB1417P001,810035752726,68,34
DB1732N001,810035754126,0,37
DB0500A001-F,,0,0
DBF-ADJ,,0,0
41200401,4250892219585,5,2
10500202,689585855962,19,10
1910008,689585854958,0,2
1910108,689585854965,0,0
19200005,689585854934,5,3
19200105,689585854941,4,3
19300004,689585854989,5,1
19300104,689585854972,5,3
19200031,689585854996,5,5
19200131,689585855009,5,4
19400008,689585854927,0,0
19400108,689585854910,0,0
24000302,689585854804,5,5
25000205,689585854811,3,0
25003205,689585854828,16,0
26000205,689585854835,12,1
26003205,689585854842,46,0
521411509,689585854798,0,0
BLU-ADJ,,0,0
XX2T,687748696773,0,0
DP51655115486,850032424189,0,0
DP51655109853,850032424158,0,0
DP51655111539,850032424110,0,0
DP51655114171,850032424165,0,0
DAV-EXCL-STICKR,856789213458,37,99+
DAV-COUNTER-MAT,,0,0
FLYER,000000FLYER2,0,0
FLYER-FALL,FLYERFALLUPC,0,1
FLYER-SALE EVNT,,0,0
FLYER-SPECIAL,FLYERSPECIAL1,0,1
BC-AE,000BC-AEUPC4,99+,99+
CALL TAG 1,966547891245,0,0
CALL TAG 2,955786412342,0,0
CALL TAG 3,944578654121,0,0
CALL TAGS,968547896213,99+,99+
DAV-GUARANTEED,845789654781,0,99+
CHECK,DSCCHECK-UPC,99+,99+
NSTK-MISSING,,0,0
MISC,0000000MISC8,99+,99+
HAND GUN RETURN,875647821369,99+,99+
HAND GUN TAG,0HANDGUNTAG3,99+,0
HANDGUN RETURN1,754896321458,99+,99+
HANDGUN RETURN2,988567412347,99+,99+
HANDGUN RETURN3,977564125473,99+,99+
ZZNSTK-MISSING,,0,0
WARRANTY CARD,WARRANTYCARD,99+,99+
390034,741566904004,8,10
390035,741566903816,55,1
390036,741566903977,2,1
390040,741566903137,3,4
390044,741566903243,0,0
390047,741566903267,14,16
390053,741566903533,0,2
390060,741566903151,3,1
390061,741566903564,10,6
390065,741566903588,0,18
390070,741566903168,3,0
390071,741566903502,29,17
390073,741566903526,0,2
390075,741566903540,16,49
390078,741566905544,46,62
390080,741566903175,0,7
390081,741566903847,14,0
390084,741566903373,0,0
390085,741566903854,30,0
390086,741566904073,0,5
390088,741566904110,0,0
390092,741566903342,7,25
390093,741566904585,0,0
390099,741566904431,2,2
390106,741566905322,18,24
390440,741566905773,A*,A*
390450,741566905254,35,8
390455,741566905377,83,0
390460,741566905384,12,31
390465,741566905483,0,29
390470,741566905490,0,5
390488,741566905681,A*,A*
390600,741566904196,0,45
390608,741566905902,0,0
390610,741566904202,0,0
390082,741566903366,0,0
391095,741566905308,0,0
391495,741566905704,1,0
392080,741566905353,59,6
392086,741566905360,22,18
393060,741566905551,99+,99+
393064,741566905582,99+,70
393070,741566905568,99+,99+
393074,741566905575,99+,99+
393080,741566905506,0,36
393085,741566905711,14,14
393450,741566905698,60,48
393453,741566905797,53,0
395000,741566906176,0,0
395010,741566906183,0,0
395040,741566906220,0,0
395050,741566906213,0,0
395070,741566906244,0,0
390145,741566903472,0,0
390150,741566903489,0,0
390153,741566905247,0,0
390155,741566903793,4,3
390160,741566903809,0,24
111002,850020492671,0,0
390117,741566903748,5,14
390076,741566905339,58,64
390087,741566904080,0,0
Z2208EAA393060,,1,1
390850,741566905933,0,0
390855,741566906015,0,0
390860,741566906022,0,0
390870,741566906046,0,0
390875,741566906251,0,0
393448,741566906152,A*,A*
EAA-ADJ,,0,0
770125,741566103599,0,0
770127,741566600678,0,0
770128,741566600685,0,0
770130,741566103605,0,0
770133,741566103612,0,0
770061,741566103339,0,0
PF-BACKPACK,0850016429018,6,10
PF-BACKPACK-FDE,850016429124,98,2
PF-BAG,850016429087,50,29
PF-BAG-BP,850016429094,76,16
PF-LRT,850016429001,31,26
PF-LRT-FDE,850016429100,99+,99+
PF-UBF,850016429117,99+,70
FDR-ADJ,,0,0
FIO-ADJ,,0,0
FS380M,810083200378,0,99+
395020,741566906190,0,0
395030,741566906206,0,0
66-101384,845737015688,A*,A*
66-101386,845737015695,A*,A*
3868900751,845737013523,0,0
3868900752,845737013530,0,0
3868900753,845737013547,0,0
3868900754,845737013554,0,0
3868929302,845737003326,0,0
3868929352,845737003388,0,0
66-100002,845737008079,0,4
66-100003,845737008086,0,11
66-100256,845737013585,A*,A*
66-100373,845737009137,0,0
66-100375,845737010119,4,1
66-100383,845737009144,2,0
66-100463,845737010010,7,0
66-100464,845737010027,3,0
66-100489,845737010232,4,1
66-100490,845737010225,9,5
66-100527,845737010195,0,6
66-100571,845737010881,1,2
66-100572,845737010898,15,2
66-100574,845737010911,24,24
66-100575,845737010928,11,16
66-100587,845737010737,15,0
66-100588,845737010744,5,3
66-100741,845737011567,2,5
66-100742,845737011574,0,4
66-100745,845737011604,24,6
66-100746,845737011611,5,1
66-100780,845737012656,3,0
66-100781,845737012137,2,4
66-100782,845737012144,3,1
66-100783,845737012151,16,10
66-100815,845737012793,2,2
